tweet,user,date_time,replies,retweets,views,country,sentiment
first time life able sleep well never really issues sleeping last days miserable wake times night wake super early exhausted wish could clear mind things bothering,@JoblessGarrett,"Jan 9, 2020",34,16,,GB,low
shit messes head home know bed lazy suicide watch days pass hoping die,@drugsfriendd,"Oct 28, 2021",5,4,,GB,high
skippinh antipsychotics agakn aswell mood stabilizers second get refilled attempt overdose life sucks bro,@inscrutablehope,Mar 31,,,33,GB,high
waking havent able fall back sleep consistently like two weeks sleep deprived still cannot sleep,@itsjeaniebeanie,15h,1,,129,GB,low
actually almost killed last night like almost took whole bottle pills,@Ijustletmesleep,Apr 1,,,26,GB,high
crashing tired body failing everything supposed always sick always sore always something wrong meds meds meds,@demenishki,"Sep 22, 2024",28,14,34K,GB,high
want go school tired stomach hurt pills took arm hurt cuts want sleep need sleep want get bed die,@cashachii,Apr 3,,,28,GB,high
feeling sober able sleep well living hell earth mental illness sucks depression sucks hope never ever experience teamnosleep nightwalker depression mentalhealth mentalillness insomnia stress trauma,@maickel1979,34m,2,,32,GB,moderate
tired state country waited years adhd diagnosis nhs england abolished along right choose waited nothing adhd crippling disability wish worst enemy need help none coming,@PoeticJustice23,Apr 3,,,45,GB,moderate
spy movies soo side pills emergencies fuck would love right animals come nothing left fucking hell world felt intense sadness fucking years enough enough,@Christine75214,Apr 3,,,6,GB,low
everyday gets harder harder wake want check mental hospital bad enough pto wanna anymore,@puprottoxxx,Apr 3,,,81,GB,moderate
really tough night bad sleep honestly wanna go back bed even wanna awake feel way rn,@DontUWeep,Mar 30,1,,227,GB,low
aderall even legal india anyhow finally going get meds week unmedicated real medicated like enhanced real plain stupid,@grinchofholi,Apr 3,10,,5.6K,GB,high
living us every time wake see something news either wanna cry scream throw feel scared unsafe anxious state country helpless take,@zaynesjasmine,Feb 3,24,27,13K,GB,low
living state crackheadery means good practitioner get meds help,@_lexypro,Apr 4,,,20,GB,low
fucking lost without drugs alcohol numb pain anymore need idk fuck anymore,@PDPCDN,Apr 4,,,65,GB,low
since came lagos sleep pattern changed depressive sleep pattern,@Its_Substance,Mar 31,,,54,GB,moderate
pagod feeling well pressured hopeless helpless feeling mo may mali pa rin,@akoposimarcelo,"Jun 30, 2016",5,522,,GB,moderate
slept two days insomnia bad fireworks time helping either,@123henhenhun,Apr 2,,,40,GB,high
another nightmare woke craving suicide uuughhhhh,@intrnetarchived,10h,,,87,GB,high
eaten since tuesday barely sleep stop crying feel sick stomach know right,@KenyaWaihinee,Apr 3,1,,36,GB,low
even sleep fuck niggas oms every time close eyes one dead ones dreams wake tweaking everyday nobody help mentally shit hold accountable staying strong life shit crazy dawg want dawgs back,@Damn_KenB,Apr 2,,,17,GB,low
morphine pills generic night syrup nothing working,@MacNayna,Apr 2,,,96,GB,high
honestly real still think think much avoid things empty mind go straight forward keep accumulating things deal sleep like take brain,@tokkisomnia,Mar 11,6,176,22K,GB,low
msm gaslights connection ssri antidepressants mass shooters telling fda forced put black box warning says following anxiety agitation panic attacks,@Inversionism,"Oct 27, 2023",80,1K,151K,GB,moderate
sick stress anxiety roommate stress literally breaking body never much pain long relief slept night hour two week pain unbearable nightmares,@agrumpygremlin,3h,,,58,GB,low
existential crisis identity crisis obsessive streak started sleep two hours day paranoia insecurities hitting one uncontrollable mood swings week tell mind never clearer coherent,@anywaythething,Apr 4,1,,41,GB,high
mean totally sincerely need seek treatment severe anxiety schizophrenia concerning already go therapy therapist intervened,@newyorkphot,Mar 6,1,,6.5K,GB,low
maybe accept one going understand one ever bpd schizophrenia genuinely worst im impulsive get egotistical get depressed suicidal delusions never stop,@ruikasapop,Mar 30,7,8,2.4K,GB,low
life curse broken ties mind constantly ruminating making impossible say shit without mf making thoughts feelings making growing makes literally want internalize every single thought,@melozdrma,4h,,,111,GB,low
mind overflowing yet every thought feels like page torn diary soaked tears spilled whiskey words feels broken speak trying feels like trying speak throat full shattered glass,@prince__xzy,6h,3,21,122,GB,high
stop stigma someone struggled addiction know firsthand fear speaking seeking help worry judged labeled ostracized around us hard truth people judge gossip anyway let fear,@1PenStudios,Apr 2,,1,125,GB,low
sick bpd persistent feeling whole life inadequacy never feeling anything everything restless feeling neck like need break crawl skin since like kill oh wait tried many times feel stuck hell,@bl00dnB0nee,Apr 4,,1,307,GB,low
please catch break allowed ever sleep feel unbelievably sick never recover without rest constantly denied body fighting,@mxmacabre,Mar 30,,,60,GB,low
meth ended psychosis going outside police guns cuz thought werent real lol dont almost got arrested times n permanent psychosis also gained back weight whn quit n developed permanent binge problem,@c0axcabl3,Apr 2,4,,5.1K,GB,high
cant let single thought get head wont sleep month,@chocokirua,Apr 1,,,37,GB,low
shopping excite anymore count money stash whatever cash got table thought food makes vomit people drain speak much yes slept ever breathe sometimes never love,@yanaorii,Apr 4,,,87,GB,high
alam niyo overthinking healthy keeps mind stuck cycle worry making even small problems feel bigger kaya please lang let go control,@ashdresrkives,Apr 1,,17,890,GB,low
going confess think sui lot like daily day wake go sleep thinking never plan beg wake every single night hate scared tell psychologist meds working,@coreopsisx,1h,1,,25,GB,low
try think talk god ptsd sucks let think little bit boom flashbacks entire night nervous system ruined like curl ball stress almost cry night guess forever,@TheDarkDuchesss,20h,1,,40,GB,high
okay stop mood shifting overthinking suicidal episode call night,@ikhmanlukluk,Apr 4,,,35,GB,low
advise go nearest mental health clinic condition gets worse suffer psychological disorders condition difficult doubt,@alharaish,Apr 4,,,76,GB,low
joke going insane spend hours day speaking wall screen chill days lose nothing leave anything,@ahem__22,Apr 4,,,10,GB,moderate
think overdone brain function anymore im really struggling take care whatsoever im scared one reach one around help pull im past point able hardly living,@princesspock3t,Apr 1,,,86,GB,high
keep saying ima get sober sort life also would alternative seems ceaseless mental suffering compounded extreme reactions nervous systems,@izabizabel,Apr 4,1,,14,GB,high
keep trying put work better person life stop certain things part feel okay night recently im ready go bed slip overwhelming feelings thoughts seem understand,@cxregrave,Apr 3,5,,1.8K,GB,low
eating stresses shitting stresses kitchen stresses wide range things stresses tonight broke tears cause ocd taken toll anything brain attacking constantly,@lolyousaidfword,Apr 3,,,28,GB,moderate
sleep night annoying anxious much mind sleep hate,@AhzariaI,Apr 4,,1,72,GB,high
even describe shit even tell good need get shit together distractions good pills longer work distractions used involve order escape thoughts became part unfightable thoughts,@Marwan_7ezb,12h,,,36,GB,high
cam drink throw pick hair skin scream hell even feel like pacing around night ok either hell normal people cope quietly,@m3ritl3ss,Mar 31,,,62,GB,low
lie bed overthinking finally feel sleepy many things bothering even talk instead sit dark talk,@mr_frimpong22,34m,,,6,GB,high
feel like living alternate universe common ground people conversations empty trust anyone want everything feels fake cost awake guess,@swetaaasingh,Apr 2,3,2,729,GB,moderate
irregular sleep schedule drowsy sleep recurring sleep paralysis hallucinations sleep sometimes tell difference dreams hallucinations reality,@thevoidinmymind,Apr 3,,,38,GB,low
struggling lot lately thoughts although medication month good psychiatrist struggle real sometimes let go actions words made feel thought would never circumstances,@epicnephrin_e,"Sep 21, 2024",88,11,22K,GB,low
crazy go doctors tell something wrong give medication like evidence needed like u go n say sleep mins later cuttin sleeping tablets like,@ELEANORXNEALE,"Sep 14, 2018",5,11,,GB,high
seeing nurse practitioner tomorrow think bipolar getting worse getting really impulsive money thoughts night shut try sleep half night much noise head sleep,@AethyrHeart,Apr 1,,,20,GB,high
brain working well like deprived sleep literally become like retard cannot math surprised still talk literally like living chatgpt spitting things understand studied lot even,@elenasongsong,Apr 4,,1,39,GB,low
bro fuck keep forgetting tk tale medication ans bad even nightmares fucking period coming back jesus fuck need lock never forget wpuld kill myselfnif came back,@h1raiiimomo,Mar 30,,,25,GB,moderate
problem sleep well night mind keeps running solution block time day phones distractions let thoughts flow freely get bed much thought debt sleep much easier,@NdamukongSuh,"Dec 18, 2021",36,116,,GB,low
benadryl fucked mind much look eyes general mirror else go full blown psychosis cry,@CuttrLikeNevada,Mar 30,,,63,GB,moderate
hate anxiety affecting memorization study habits hard cope even harder focus absorb digest information know healthy mind ph healthcare system sucks like,@psychtwts,"Sep 27, 2022",14,3.7K,,GB,high
thoughts sleep wish could remove part brain desires love bcs happening fully capable person kaya ko sarili kong alagaan mahalin buhayin life would happier part brain never existed,@poseative_,Mar 6,27,44,48K,GB,low
maybe running mad something sleep without talking roleplaying head like people lay sleep clear head,@da_real_ceo,16h,4,6,70,GB,high
addicted sleeping point fall asleep time anywhere rather sleep spend time family friends even holidays think genuinely problem,@vanshikahuhh,"Dec 14, 2021",12,52,,GB,high
feel like going insane really want go school tomorrow need sleep forever ever take mind food big fatty,@vmalixe,Apr 4,1,,8,GB,low
unfortunately live constant fear boring everyone meet struggle make conversation lot time brain either completely blank overthinking everything,@UStillBasic,"Dec 6, 2024",27,48,12K,GB,high
unable sleep whole night mind keeps thinking despite trying sleep closing eyes universal issue urging experts resolve immediately,@ShareefYezdani,3h,,,58,GB,low
days like glad talking stage anyone imagine explain phone day still able talk tired want sleep,@RethaNhlapo,Apr 3,,,45,GB,low
think anyone whether life outside could possibly get real words lost ability speak outside work,@plz_ignore_,Apr 4,,1,296,GB,high
speaking seeing people everyday overstimulating week weekend get invited family events genuinely want go want contact two days wanna curled bed,@Alhaja_Uncut,17h,1,1,95,GB,low
growing hair hide head scars chiskop challenge ayo mpandla ne sbunzi years doctors misdiagnosed epilepsy current diagnosis says hypersomnolence cataplexy hypnogogic hallucinations highlights narcolepsy epilepsy,@TakaTina1,"Mar 19, 2021",56,43,,GB,low
sleeping brain shut always thinking different things able catalogue even conversation anything brain visualises stuff difficult like shut sighs,@EmeraldZee1,3h,3,,209,GB,high
ahhahaqjja feel like many thoughts killing cant express even could one would understand wrong,@marlborokc4ls,Apr 5,,,16,GB,low
cannot fucking sleep wake every hour takes ages fall back asleep hate,@ickyteeth,Mar 31,,,86,GB,low
think thirteen hours past three days logan body let meds put coma dead world second kick,@CANlNECLAWS,11m,,,32,GB,low
sleep ever really night thinking damn head muchhh,@AniyahhNiyah,Mar 31,,,116,GB,low
ask okay lie bout cry bout get high bout itttt,@chaiyanaaak,Apr 1,,,105,GB,low
constantly break sleep think abt one thing fr,@Thekingofstyle_,Apr 2,,,145,GB,low
cant sleep im tired mind filled many thoughts,@its_kiki_minaj,Apr 2,,,35,GB,low
thinking one time go school staying night snorting opioids man rough recommend,@kayskals,Apr 4,,,15,GB,low
almost victims break slept ever since sleepy still shaken mind races whenever close eyes,@MushwanaMartha,Apr 2,2,,394,GB,low
people understand play phone literally keep eyes open lying eyes shut fall asleep option terrified alone thoughts,@itsbpdandme,"Nov 8, 2022",12,56,,GB,low
never sleep time start thinking shit overthinking shit thinking overthink overthinking think fact thinking much made overthink lol someone knock sleep,@sweeterbela,"Mar 19, 2018",,310,,GB,low
bpd going get killed would cool heard feel like talk everything fully without everyone looking different know maybe close moots genuinely understand could never seriously talk anyone irl,@djetwater4,Apr 2,1,,33,GB,low
day comment today day struggling fall dead asleep still gone sleep like hours bsf almost got caught talking issues ermmm comment,@BbenBelen,Apr 3,,,25,GB,high
would wear mouth tape intense bouts sleep talking think whatever saying leave,@daikanjyo,Mar 30,1,5,3.4K,GB,high
smoke weed every night bc bitch sleep reason last night decided anddd took hours fall asleep woke hour later panic dream airport someone shooting fuck pot,@lizzy_israel,"Feb 18, 2020",7,56,,GB,moderate
slight comic thread discussing discourse dreamer buckle long one incredibly nervous still extremely triggered discussion feel say anyways,@insanityeric,"Nov 13, 2024",19,125,27K,GB,low
doctor still feel like want end ur life drugged high stop seizing throwing never thoughts ending life,@AsalnWonderland,Apr 4,,,15,GB,low
rly want drugs everytime sad even though never done substances ever even crave drugs never done,@FHGZendorsement,Apr 4,,,13,GB,moderate
literally live head think situation something much ruins makes day better,@vee9_xo,Mar 31,1,2,124,GB,moderate
like robots dreams try others good luck good bye vi nam,@NvtLam1994,Apr 4,,,29,GB,low
really play sleep wake sleep prolly never talk life,@Vinevineeee,Mar 30,,,356,GB,low
hate night time lay nothing thoughts get thinking one thing thinking something else constant thoughts throughout day never get break want lay peace,@dianazamoraxox,"Dec 28, 2018",,578,,GB,low
way shit keep throwing im neva gonna sleep stomach always gonna feel fucked,@Tropical_drugz,Apr 4,,,13,GB,high
averaging hours sleep per night past week even drink coffee day keep awake running nothing iman pure hatred israel,@s4f1ja,Mar 24,1,1.5K,145K,GB,low
everytime drink feel amazing wake morning realize told everyone everything supposed say feel full dread,@deadangelsystem,Apr 4,1,,38,GB,low
bro im addicted weed get addicted get anxious irritable fall asleep without anything fun ok get back,@debtbarbie,"Dec 26, 2020",23,560,,GB,high
one thing get high pop sleeping pills world gets loud,@_Chinaaaa__,Mar 31,,,3,GB,low
sleep ever go sleep morning wanting make tea clean bathroom,@monicagmyrick,Mar 30,,,178,GB,low
hey cant almost past always another sesh night want forget everything feel nothing cant genuinely strong feeling soon im gonna give temptation decided im gonna try quit smoking daily sm phlegm throat cough constantly makes stomach burn day almost coughed blood want try least clean weeks month least start,@hrtmelody,2h,,,72,GB,moderate
peep got insomnia never could sleep night without za str though days zeb lol,@ChaseBenjiFargo,Mar 30,,1,118,GB,low
hate waking middle night restless thoughts never let get back sleep,@k74011,Apr 4,,,124,GB,high
love late night ponder every single decision ever made every single word ever said every single person ever every single thing done every single possible wrong right thing every single possible,@kkennnedi,"Nov 17, 2024",4,119,21K,GB,low
put headphones lose music music drug allowed korea,@yeorifanacc,Feb 19,4,580,30K,GB,low
forgot medicine gives worstttttt dreams ever omg every night fighting life,@avery_andrewsxo,Mar 31,,,37,GB,high
freak yeah psycho feel good heartbroke man manically night though took another dose think micro,@c1nnamnboy,Mar 31,,,24,GB,low
hate going sleep wit shit mind tossing turning til nomore,@yooneishaaaa,Apr 4,,,60,GB,moderate
im type never talk start tweaking nowhere bc ive bottling long,@ShikzPOV,Apr 2,,,296,GB,high
yesterday posted capsule bumper sale punjab estimated sales around crores daily viral video sangrur area cm bhagwantmann youth thar seen multiple accidents times people found,@ManikGoyal_,"Aug 30, 2024",129,643,144K,GB,moderate
coming addict recovery used flex drugs music videos pictures everywhere else please end drgtwt drug twitter talking last week tl filled perc lean drugs specifically,@slightbeats,"Sep 24, 2023",27,66,51K,GB,low
going really open struggles moment hope helps others speak overdosed sleeping tablets last night complete nervous breakdown went hospital support psych teams therapy place try help,@perrigame,"Apr 26, 2020",220,26,,GB,low
sorry lu way u get meds ur doctors soon like valium temazepam something benzos bit addictive idk recommend seriously knock valium helps anxiety day took,@dyiwng,18h,2,,23,GB,high
severe anxiety anger issues palpitations night sleep properly night every moment im suffering like hell,@muslim48480,Apr 2,,1,231,GB,low
emphasize enough russians killing us also stress sleep deprivation never ill life nearly years imagine entire country developing permanent health problems,@AnnaOdesitka,"Dec 16, 2024",71,249,11K,GB,low
fever runny nose kiiiing feel someone beating night strong headache getting worse hope get better birthday blame russians stress got sick f russ,@Oksii33,"Feb 18, 2024",77,41,5.3K,GB,moderate
trigger warning overdose ngl od point nothing depression everything fact afford get wisdom teeth pulled keep taking anything help sleep literally worse pain experienced,@heyyitsjanea,"Jul 18, 2023",36,19,27K,GB,high
breathe properly exhausted hallucinations really started fire stressed able sleep,@atticus_diary,Apr 4,,1,36,GB,low
student vietnam committed suicide pressure studying school parents time stayed study,@jbvq19,"Apr 2, 2022",6,147,,GB,high
scrolling thru account want give advise contact doctor better psychiatrist suffer paranoia cognitive decline get worse sayin,@gepardtatze,Apr 4,3,,919,GB,high
wednesday took lot wrong meds similar packagings worse took usual feeling great overdose awful honestly almost gonner today able sit properly,@Mschatnoir,12h,7,1,272,GB,moderate
meds days feel side effects much angry got fight sibling dumbest shit,@diAngelooffline,Apr 3,,,32,GB,high
barely awake yesterday hospital waiting room liver specialist said excessive pill intake last week fuck liver cirrhosis much nine lives running though must get well really try,@street_trashed,Mar 26,27,5,5.5K,GB,low
yoo ah tests positive psychotropic drugs total drug count,@Koreaboo,"Jun 9, 2023",71,309,284K,GB,low
see videos people held doused water took colorado form synthetic codeine many know asides psychosis cause also cause paranoia seizures stroke even death cases share,@aproko_doctor,"Jan 15, 2020",71,2.1K,,GB,moderate
forcing sedatives sleeping medication atarax frontin everything get meout,@suopriri,Mar 31,,,41,GB,low
traumatized individuals overactive nervous systems exaggerated startle response one example overproduction certain chemicals results constant anxiety hyper arousal difficulty sleeping great impact health,@DianeLangberg,"Aug 20, 2018",8,105,,GB,low
went hospital early morning okay still okay er doctor accused drug seeking referred mental health counselor counselor read file like lot pain need pain relief,@bibicosplays,"Jan 20, 2023",325,2K,1.5M,GB,low
scientology scientology cults apostatealex yashar since drugs scramble mental image pictures time track many triggers stir past traumatic incidents anger grief fear apathy drugs major source anxiety depression death,@SoulPrisoner,Apr 1,1,1,64,GB,low
drinking really always wake critical condition,@kaneshapotts247,Mar 30,,1,85,GB,low
cant fucking sleep heads burning eyes burning neck fucking aches took second panadol wtf next gulingkan rezim,@peenfrfr,Apr 1,3,,277,GB,low
good night sleep tight two common sleep disorders filipinos experience insomnia difficulty falling asleep sleep apnea snoring sleeping still feeling tired waking,@rapplerdotcom,13h,,10,3K,GB,low
mostly slept days finally really crazy dreams addict voice brain times quieten thing starting properly day count really matter liver healing,@street_trashed,Feb 5,57,8,7.6K,GB,low
jail months last years lost home business sold investment property pay lawyers fees expenses time valium sleeping tablet system dubai oh even prescription feel ya,@CoinGremlinz,Feb 5,24,8,52K,GB,low
concerned drug alcohol use support advice rb recovery recoveryispossible,@dan_247,1h,,,6,GB,low
spent friday evening e resus worst headache left incapacitated within minutes pain scale sickness photophobia hypotension bradycardia hypothermia ct brain scan normal iv fluids iv morphine iv anti emetics sorted,@vevshughes,4h,1,,78,GB,low
feeling quite recently low moods shake took years get help recognise okay tomorrow phoning gp either change medication okay ask help honestly embarrassing sometimes need hand,@abbeyjdesmond,"Feb 9, 2022",22,3,,GB,moderate
stopped giving injections result depressed normalized day night schedule without antidepressants injections getting lots energy get bed even nice,@uselessriven,21h,,,93,GB,low
say going phase depression always mean hopeless sad crying sometimes means tired weeks eating isolating etc even realize depressed past weeks,@AriannaDantone,"Nov 12, 2019",6,132,,IT,high
depression anxiety severe insomnia panic disorder,@letithebrunni,Apr 4,4,,1.1K,IT,high
days need take chill pill get angry anyone everyone take job seriously gets distracted easily sigh hold anger times sick feeling way,@melloaceji,Apr 2,2,,97,IT,low
trying take ts day day tired like mentally exhausted,@destiniii___,Apr 2,,,95,TZ,high
omfg year mexico dancing tables taking shots im fkn depressed,@mafriaa,Apr 1,,,60,MM,moderate
ketamine therapy turned life around tried every anti depressant avail every therapy tms avail,@james1jen,Apr 4,,,48,KE,low
kids alright one five young adults u one could count support,@JeremyWard33,Mar 23,48,486,41K,US,low
horny bro lonely lonely depressed depressed lack purpose find meaningful purpose life,@Dearme2_,Feb 6,29,117,40K,BD,high
chronic depression leaving body someone told sad,@RussianMemesLtd,"Dec 28, 2020",3,427,,RU,high
money nothing eat also expecting money lowest,@porro_17,10h,,2,54,MX,high
feeling little disheartened lately matter hard try things seem improve opposite answer always push keep trying,@miwapeito,Feb 16,18,8,3K,JP,high
wonder lonely thoughts even conversation chatgbt heal past life karmic wound,@keimaakatsoragi,1h,,,46,JP,low
late still house car business investments experience official relationship still figuring career choice barely surviving everyday ano pang purpose ko dito lord,@poseative_,Mar 18,157,323,178K,PH,moderate
feel lonely lately like never scared life never getting better wish friends,@paperskinny,Apr 1,,,258,VN,low
fucking miserable nobody seems care wellbeing,@v1rtual_ang3ll,1h,,,8,VN,high
one time feel lonely people love love back thing deep things says know never mystery,@personaism_,1h,,,42,VN,low
feel fucking alone even though friends feel like wanna cry virtually nobody talk problems without feeling like problem,@divine_l0ser,Apr 4,,,39,DE,low
im always alone never things people one takes seriously im suicidal cant cope anymore lol,@r3puls1v3r4t,Apr 2,,,96,FR,low
know many single friends really feeling used tend social people company hugs found outside home feels lonely lonely anyone struggling know alone singlesupporteachother lockdown,@Delirious_Dater,"Mar 29, 2020",28,20,,GB,low
hashtag depressed lonely willing put effort meet people hate really hate people hanging im bone tired work time even wanna think talking people,@2ndmostgavv,Apr 3,,,30,GB,high
try talk people complain apparently im negative im mad everything shit wanna die man live alone isolated everyone everything bad,@Zhz__a,1h,,,3,TZ,high
everybody dying man struggling connect anyone depressed,@hndicpr_general,13h,,,37,MM,low
okay feel way feelings always valid allowed feel way wonwoorideuls caratdeuls know things must heavy right completely okay feel way okay feel sad iloveyou,@kleyayoon,Mar 31,,2,94,KR,low
also loneliness lot since child lived alone since kid loneliness bit since situation continue rly anything like,@desix_O825,"Jun 21, 2021",1,501,,KR,low
friend asked feeling single woke without receiving good morning message happy person talk day long happy happiness sum happiness u perhaps choice u make,@thenursehooman,"Oct 13, 2019",1,384,,KR,moderate
single koreans celebrate black day possibly depressing holiday ever read,@Koreaboo,"Apr 14, 2017",4,79,,KR,high
keeping evrthng past months bcs feels like one talk someone feels like every time try share feel like even care exhausting honestly hurts say,@nobodydiary1222,12h,1,,15,IN,high
older get get moods sometimes wanna talk nobody nothing wrong mood social matter,@Heartbreak_Sade,"Oct 27, 2020",10,3.8K,,US,low
months struggling depression know anyone say seek professional already years unhappy miserable constant emotional pain feel like cannot talk anybody feelings,@rickyyspaniish,20h,1,,26,US,high
sad sucks ass one talk even worse emotions need leave body good,@salteazee,Apr 5,,,26,US,low
biggest normalised silent treatment im mood talk really know express feelings especially im sad hurt talk head feel time,@lonesfeels,"Mar 24, 2024",16,2.3K,201K,US,low
worst part depression wanting depress others talking stay quiet alone dwell many claim talk depressed almost always seem get annoyed quickly,@Levitatingman,"Jan 11, 2018",13,404,,US,high
one thing single moving state friends knowing make friends socialize bc anxiety overthinking want ppl genuinely enjoy around,@yagirlsarina24,"Oct 3, 2024",84,14,22K,US,low
feeling like sleep barely eat heart hurts head never shuts fuck sober first priority right man would nice fucking numb everything holy shit,@40ozofhate,5h,1,,86,PK,low
overdose outreach teams oot regina saskatoon connect w individuals recently experienced overdose provide short term counselling connect longer term support anyone refer person oot,@SaskHealth,Apr 5,,3,1.1K,PK,low
witnessed three overdoses yesterday two died one likely lived downtown total three hours homeless man keeps track said around twelve overdoses deaths area yesterday would call crisis,@kevinvdahlgren,"Jun 25, 2024",110,172,37K,PK,low
swallowed depression long quite sure anymore really know like want like forgotten really bad moments keep happening really afraid peace,@BlaiseBug,Mar 19,28,3,8.7K,PK,low
insomnia getting hand hit new record recently hours sleep days losing ambien benzos morphine bloody horse tranquilizer yes rxed nothing ive wide awake hours sick af w retriggered cptsd rly fucking sucks,@ClaraCosmia,"Oct 1, 2024",68,10,30K,PK,high
sitting welfare office rn tired got abt hrs sleep upset last night sleep rlly hope get need,@sleepyxbonez,Apr 4,,1,69,PK,moderate
love feeling weight life pinned find exit help call hell reach us might trained professionals care matter,@CohassetTweet,Apr 3,2,4,4.5K,PK,low
specifically sleeping part starting get ive literally losing mind entire day ive trying take meds sleep even isnt helping stressed lately im hard time eating sleeping,@starcsmos,Apr 4,,,28,PK,high
mood swings hypertension schizophrenic episodes anxiety withdrawals fatigue depression weight fluctuation procrastination insecurities rapid aging constant ailments medication dependancy consuming food consuming drugs,@Qhawe___L,Mar 30,7,68,6.2K,PK,moderate
government failure implement humane drug policies causing preventable deaths custody people experiencing substance use disorders legal right medical care existing drug laws yet routinely denied life saving detoxification services,@meedhoosoba,19h,,9,1.6K,PK,high
longer feel excited see people usually make happy withdraw passions prefer staying indoors long hours lack energy depression need seek help healthy living essential,@FausiyatOlolade,Apr 4,,,34,PK,low
ever found anything bam flashback bam floor breaking bam tell anyone cause taken seriously bam suicide,@sovberdose,Apr 1,1,3,213,PK,high
im gonna fucking slit throat im oversetimulsted rn im gonna die nothing feels right everything feels wrong much going im tweaking fuckingbad jnneedto die ned die,@des0lation_row,Apr 4,,1,99,PK,high
medicine overdose cw attempted suicide drug abuse signs violence sh hey yall think stolas forgets immortal whenever mental health gets bad even think properly trys od antidepressants fails ends pool vomit forces clean want burden staff,@twisu_simpp,Apr 2,16,159,34K,PK,high
worst week wanna happy tired idk anymore tired wanna go sleep wake moved pills house tempting chemicals ropes belts wanna sleep forever,@Samiphim,Mar 30,,,34,PK,high
fuck man ive slowly deteriorating relationships ptsd unbearable want die relapsing despite lacking proper aftercare supplies soon prolly days smthn,@nervosayoungman,Apr 1,8,1,1.5K,PK,high
taking anti depressants feel better reason feel worse makes want relapse sh feel tired lost emotions feels like im floating,@strawbrryangeI,Apr 2,,,60,PK,high
loosely translated key points translateforengfa back take pills curing depression probably working much swaying back forth various tasks hold intact feel unhappy work also everything feel like,@mahap13380,Feb 5,18,304,33K,PK,high
nowadays overthinking lot need stop even past days sleep well know even chill,@Star_Knight12,Apr 2,37,4,3.8K,PK,low
depression icd low emi energy mood interest least present dsm diges caps present depressed mood low interest guilt low energy sleep habits change insomnia low appetite causing weight loss psychomotor activity suicidal idea,@Pradhan15Gurjar,Apr 3,,,66,PK,high
depression looks like old jan pic mg tablet times day therapy session doctor consultation per week medicine day anti depression tables multiples almost months work sleep weight gain month life fucked,@SrdAryanDubey,Mar 31,2,2,863,PK,high
note ignorant indians high consumption antidepressants developed countries means mental health awareness better societies india low index moron would celebrate fact,@catale7a,"Jun 15, 2023",31,54,44K,PK,low
started antidepressants months without us medical system sucks ass fucking tired wanna communicate rn,@beatenschmeat,3h,,,5,PK,low
sorry taking pills since two weeks ago make sleepy barely anything aside working,@NOCTURNEDEALER,Apr 4,1,,182,PK,high
know signs depression fatigue feelings guilt worthlessness hopelessness insomnia sleeping much irritability restlessness loss interest overeating appetite loss persistent sad anxious empty feelings suicidal thoughts attempts,@Prince_Madness1,"Jul 21, 2018",8,148,,PK,high
usa medicated society history population anti depressants flags get redder,@itmebenjamin,"Mar 8, 2023",21,54,40K,PK,low
dear psychiatric family medicine colleagues time acknowledge let good mental health care become completely derailed industry commercial influence wanted good initially much like frog boiling water slowly come accept,@taperclinic,"Sep 27, 2023",105,345,437K,PK,high
public service announcement stopped antidepressant felt horrible due withdrawal effect mental illness drug dependent may return regular programming,@DrMcFillin,"Aug 9, 2023",4,64,6.7K,PK,low
wake feel low step step help based scientifically proven ways alleviate anxiety lift mood important meds missed dose sort first frightened thoughts emergency numbers last step,@silverpebble,"Feb 1, 2021",307,4.1K,,PK,low
people never told longer remain antidepressants chances turning episodic emotional struggle chronic disability increases dramatically told,@DrMcFillin,"Dec 23, 2024",29,113,19K,PK,low
breaking news one third americans drugs could make depressed probably know new research reveals depression side effect many common prescription drugs including beta blockers birth control blood pressure medications antacids,@DaveVescio,"Jun 14, 2018",53,76,,PK,low
problems likely health related population far less healthier thinks hormones imbalances vitamin nutrient deficiencies common chances healthy energy mood problems would disappear instant,@TellYourSonThis,"Nov 19, 2018",10,123,,PK,moderate
hate stressful dreams filled adrenaline crazy situations finally wake drained tired need sleep five hours makes depressed,@idlostmyhead,Apr 4,,,48,PK,moderate
antidepressants anti anxiety pills since july stopped taking pills thought feeling better severe need therapy medication postponing everything ends dm today reminded mental health,@Hind_Gaza,"Jan 31, 2024",322,5.6K,479K,PK,low
sleeping pill daze pretty sure new friends suddenly hate coz usual much enough people sick kind life bpd actual worst,@x_kikiiii,Mar 31,1,,297,PK,high
depression always looking feeling sad sometimes lack motivation excessive sleeping poor eating habits unexplainable anger easily annoyed low self esteem strive things normally majority caused overthinking pray,@complexrori,"Aug 10, 2023",83,608,123K,PK,moderate
done stopped taking medication took small dosis weeks subconsciously thinking taking meds better end feeling depressed like life going nowhere,@ADHD_Alien,"Jun 15, 2022",30,327,,PK,high
depressed min goodness doctor give pills swallow pills anyways,@ovosemhar,Apr 4,,,89,PK,moderate
dealing top everything else tired exhausted hospital recently feels like everything around falling apart want everything stop dont energy anymore,@LenoxKupo,Mar 13,46,119,106K,PK,high
sleep depression taking thing mind much wanna anymore fking tired anything thinking everyday convincing ppl better without,@yagirlsarina24,Feb 3,,8,13K,PK,high
